date,Headlines,Description,source,country_pair
2018-07-13,Trump to talk to Russia's Putin about substantially reducing nuclear weapons,"U.S. President Donald Trump said he would discuss substantial reductions to nuclear weapons when he meets Russian President Vladimir Putin but cautioned that a ""rigged witch hunt"" in the United States was hampering efforts to improve relations.",Reuters,RUS-USA
2018-07-13,Donald Trump meets Britain's Queen Elizabeth at Windsor Castle,Donald Trump met Britain's Queen Elizabeth at Windsor Castle on Friday but the 92-year-old monarch was forced at one point to walk around the U.S. president after he halted abruptly during a ceremonial inspection of the guard.,Reuters,JPN-USA
2018-07-13,British PM May could change her mind on Brexit: Conservative lawmaker,"British Prime Minister Theresa May has an opportunity to reverse her strategy for Brexit, a eurosceptic lawmaker in her Conservative Party said on Friday, criticising her plan for maintaining close trade ties with the European Union.",Reuters,CHN-GBR
2018-07-13,London mayor says preposterous for Trump to blame crime on immigration,London Mayor Sadiq Khan said it was preposterous for Donald Trump to blame a rise in violent crime in the city on immigration after the U.S. president criticized his handling of crime and militant attacks.,Reuters,GBR-USA
2018-07-13,U.S. President Trump arrives at British PM May's Chequers country residence,U.S President Donald Trump arrived at British Prime Minister Theresa May's Chequers country residence for talks followed by a news conference.,Reuters,GBR-USA
2018-07-13,Trump says he and May 'probably never developed a better relationship',"U.S President Donald Trump said on Friday he and British Prime Minister Theresa May had ""probably never developed a better relationship"" than during a dinner on Thursday.",Reuters,GBR-USA
2018-07-13,Chinese hotel denies raising rates for Americans amid trade war,A hotel in the southern Chinese city of Shenzhen on Friday denied a report that it would charge U.S. guests an extra 25 percent amid an escalating trade war between Washington and Beijing.,Reuters,CHN-USA
2018-07-13,Snarling orange 'Trump baby' blimp flies outside British parliament,"A blimp depicting Donald Trump as an orange, snarling nappy-wearing baby flew outside the British parliament in London on Friday, launched by critics of the U.S. president who are demonstrating throughout his visit to the country.",Reuters,GBR-USA
2018-07-15,"Top House Republican urges Trump, China's Xi to meet on trade: Fox","The top Republican lawmaker overseeing trade policies on Sunday called for a meeting between U.S. President Donald Trump and Chinese Premier Xi Jinping to ease trade tensions, warning that U.S. tariffs would likely dampen U.S. economic growth this year.",Reuters,CHN-USA
2018-07-16,Britain unveils fighter jet model to rival Franco-German program,"Britain unveiled a model of a sleek proposed fighter jet named Tempest on Monday, raising questions about the future of European defense cooperation, given that Germany and France launched their own fighter jet program a year ago.",Reuters,DEU-FRA
2018-07-16,ZTE stock surges as U.S. supplier ban lifted though outlook remains uncertain,"Investors on Monday cheered the lifting of a U.S. supplier ban on China's ZTE Corp , pushing its shares up 17 percent, though analysts cautioned the telecommunications equipment maker still faced many challenges as it works to revive its business.",Reuters,CHN-USA
2018-07-16,UK PM May promises to protect planemakers' supply chains in Brexit,"British Prime Minister Theresa May will on Monday seek to reassure aviation bosses that her under-fire Brexit plan won't disrupt their supply chains, and promise that the industry will flourish as Britain leaves the European Union.",Reuters,CHN-GBR
2018-07-17,UK PM May defeats rebels over plans to remain in EU customs union,"British Prime Minister Theresa May narrowly avoided a defeat in parliament at the hands of pro-EU lawmakers from her own party on Tuesday, fending off a rebellion that threatened to worsen a crisis over her Brexit strategy.",Reuters,CHN-GBR
2018-07-17,UK PM May narrowly avoids defeat in parliament on EU trade laws,"British Prime Minister Theresa May narrowly avoided a defeat in parliament at the hands of pro-EU lawmakers from her own party on Tuesday, fending off a rebellion that had threatened to deepen a crisis over her Brexit strategy.",Reuters,CHN-GBR
2018-07-17,"Rolls-Royce, frustrated at Brexit process, says stockpiling of parts could start in months","Rolls-Royce could start stockpiling parts in months if it looked like Britain was heading towards a disorderly exit from the European Union, the CEO of the UK engine-maker said, expressing frustration with the lack of clarity on the Brexit process.",Reuters,CHN-GBR
2018-07-17,U.S. airline Republic Airways to buy 100 Embraer jets,"U.S. regional airline Republic Airways signed a letter of intent to buy 100 E175 passenger jets made by Brazil's Embraer SA , the two companies said at the Farnborough Airshow on Tuesday.",Reuters,BRA-USA
2018-07-17,Trade war puts the hoof into U.S. pig part exports to China,"Before the U.S.-China trade war, American pig processors exported nine out of every 10 pigs' feet and heads they shipped overseas to China and Hong Kong - for prices higher than they would fetch anywhere else.",Reuters,CHN-HKG
2018-07-17,"Moonwalking: South Korea's wage, hours policies backfire for jobless, low income workers","President Moon Jae-in wants South Koreans to work less and earn more – and to achieve that his government has hiked the minimum wage and slashed the maximum length of the working week. But Heo Jeong, who serves barley tea samples at a Lotte Mart store in Seoul, says she lost a third of her income as a result.",Reuters,CHN-KOR
2018-07-17,'Fanatical' pro-Brexit lawmakers pushing UK toward new election: former PM Major,"Prime Minister Theresa May could be forced to call another election in months if the ""fanatical"" pro-Brexit wing of her party do not compromise over how Britain leaves the EU, former prime minister John Major warned on Tuesday.",Reuters,CHN-GBR
2018-07-17,"Amazon, MLB add machine-learned stats to cloud deal","Amazon.com Inc will provide a new set of real-time statistics and graphics on live baseball games later this season, expanding its cloud computing deal with U.S. Major League Baseball, the two organizations told Reuters.",Reuters,RUS-USA
2018-07-17,Russia's Novak says gas talks to continue with Ukraine and EU,"Russian Energy Minister Alexander Novak said on Tuesday that three-way talks with Ukraine and the European Union would continue in the autumn, after he met representatives from Kiev and the European Commission in Berlin.",Reuters,DEU-UKR
2018-07-17,"U.S. lawmakers urge Google, Facebook to resist Vietnam cybersecurity law","Seventeen U.S. lawmakers have urged the CEOs of Facebook and Google to resist changes stipulated by a new cybersecurity law in Vietnam, which critics say gives the Communist-ruled state more power to crackdown on dissent.",Reuters,USA-VNM
2018-07-18,Trump says EU officials want to negotiate trade deal in Washington visit,"U.S. President Donald Trump said on Wednesday that European leaders were coming to Washington next week to try to hammer out a deal focused largely on car tariffs, while his top economic adviser accused Chinese President Xi Jinping of holding up a U.S.-China trade deal.",Reuters,CHN-USA
2018-07-18,CITGO says CEO's U.S. visa has been revoked,"Citgo Petroleum Corp [PDVSAC.UL], the U.S. subsidiary of Venezuelan state-run oil company PDVSA [PDVSA.UL], said on Wednesday that the United States had revoked the visa of its president and chief executive Asdrubal Chavez, cousin of Venezuela's late president Hugo Chavez, but it did not say why.",Reuters,USA-VEN
2018-07-18,Uber says it has invested $500 million in Mexico since 2013,"Uber Technologies Inc said on Tuesday that it has invested more than $500 million in Mexico since it launched there in 2013, underscoring the country's importance to the ride-hailing firm as it faces new competition.",Reuters,CHN-MEX
2018-07-18,U.S. home refinancing recovers from 17-1/2 year low: MBA,"U.S. loan applications to refinance existing homes rebounded from their lowest levels in over 17-1/2 years last week, while home borrowing costs were mixed, data from the Mortgage Bankers Association showed on Wednesday.",Reuters,CHN-USA
